explained_variance,policy_loss,value_loss,fps,ep_reward_mean,ep_len_mean,time_elapsed,approxkl,total_timesteps,clipfrac,serial_timesteps,n_updates,policy_entropy
0.6682595014572144,-0.0020731587,2.5662104e-07,253,0.00030197,1500.0,1015.341673374176,0.004755404,264192,0.051660158,264192,129,0.9408804
0.5918748378753662,0.0009595978,1.632963e-08,251,0.00030183,1500.0,1023.438042640686,0.0026485068,266240,0.026171874,266240,130,0.93355846
0.5498566627502441,-0.0033273683,1.205626e-05,248,0.00030164000000000005,1500.0,1031.6001534461975,0.0059373667,268288,0.077539064,268288,131,0.9223728
0.4495459794998169,-0.0014530373,1.9126192e-07,253,0.00030127999999999996,1500.0,1039.8300075531006,0.003514932,270336,0.03652344,270336,132,0.91955423
0.6075645983219147,-0.004379638,9.3263125e-08,259,0.00030114,1500.0,1047.925850868225,0.0049216487,272384,0.058544923,272384,133,0.9410578
0.7242139577865601,-0.0016093168,1.9500234e-07,254,0.00030094000000000003,1500.0,1055.826111793518,0.0030399163,274432,0.031201173,274432,134,0.953917
0.6744686365127563,0.00044944062,5.1828692e-06,248,0.00030028000000000005,1500.0,1063.8772332668304,0.003275583,276480,0.03388672,276480,135,0.953972
0.6978191435337067,0.00020698128,6.5034705e-08,261,0.00029996,1500.0,1072.1303691864014,0.0019457324,278528,0.016796876,278528,136,0.95685625
0.7370804250240326,0.00013509768,2.2421314e-07,252,0.00029937,1500.0,1079.9792730808258,0.0028195917,280576,0.026513672,280576,137,0.9605981
0.777409553527832,-0.0035799562,3.1844152e-08,251,0.00029911999999999994,1500.0,1088.0900840759277,0.0048082983,282624,0.05883789,282624,138,0.9584092
0.7294001579284668,-0.0009973932,4.2059293e-07,254,0.00029884,1500.0,1096.2529892921448,0.004884422,284672,0.051953126,284672,139,0.95033216
0.7082718312740326,-0.00057248626,8.239833e-08,252,0.00029835999999999996,1500.0,1104.2909562587738,0.0033232882,286720,0.03364258,286720,140,0.9422885
0.6671781539916992,-0.00020706977,1.7353095e-05,258,0.00029798,1500.0,1112.4186964035034,0.004035517,288768,0.04482422,288768,141,0.9360714
0.6765388548374176,3.867806e-06,1.4392855e-08,250,0.00029764999999999994,1500.0,1120.3393671512604,0.002770186,290816,0.025244141,290816,142,0.92885035
0.6200191676616669,-0.0014946077,1.8288674e-08,250,0.00029696,1500.0,1128.5317254066467,0.004470004,292864,0.051513672,292864,143,0.9203944
0.5277215540409088,-0.002110716,3.001407e-08,255,0.00029664,1500.0,1136.709058523178,0.004759501,294912,0.056640625,294912,144,0.91181725
0.6319589912891388,-0.0029046,5.726286e-08,250,0.00029637,1500.0,1144.7290105819702,0.004461878,296960,0.05,296960,145,0.9010431
0.49807727336883545,-0.0014216467,7.376393e-08,255,0.00029585,1500.0,1152.9065997600555,0.0046235574,299008,0.054638673,299008,146,0.8976847
0.5478073358535767,-0.00012205995,4.6324786e-07,257,0.00029567000000000005,1500.0,1160.9119024276733,0.0038323503,301056,0.038623046,301056,147,0.8932745
0.6207714080810547,-0.00051876827,1.1725484e-07,254,0.00029515,1500.0,1168.8737592697144,0.0041995915,303104,0.04711914,303104,148,0.8782145
0.42452454566955566,0.0016131413,6.125304e-07,253,0.00029488,1500.0,1176.9372832775116,0.0030947533,305152,0.030615235,305152,149,0.8604121
0.8199073374271393,-0.0011388566,4.6569276e-06,255,0.0002947,1500.0,1185.0200901031494,0.003255066,307200,0.032568358,307200,150,0.8504518
0.8561901301145554,-0.00016482365,3.5536708e-08,255,0.00029427,1500.0,1193.037977218628,0.003104104,309248,0.030126953,309248,151,0.8346006
0.8166312724351883,-0.0023657423,5.143727e-08,259,0.00029408,1500.0,1201.0485315322876,0.0044059437,311296,0.046923827,311296,152,0.80977595
0.7556317150592804,-0.0030078227,3.6952606e-08,252,0.00029385,1500.0,1208.9494576454163,0.0047019874,313344,0.05239258,313344,153,0.78962165
0.6805623471736908,-0.00039147135,9.48005e-07,252,0.00029355,1500.0,1217.072711467743,0.003861447,315392,0.042822264,315392,154,0.78390825
0.5507138073444366,0.00047376775,3.53267e-08,259,0.00029334,1500.0,1225.2006475925446,0.0028643145,317440,0.027685547,317440,155,0.7777878
0.24892812967300415,-0.0031646746,4.1013567e-07,251,0.00029314,1500.0,1233.0982241630554,0.0043329997,319488,0.04941406,319488,156,0.768667
0.527885913848877,-0.00056463975,6.1928995e-06,254,0.00029281,1500.0,1241.248497247696,0.0027429701,321536,0.028125,321536,157,0.7720777
0.6120593547821045,6.0204242e-05,1.8782462e-08,248,0.00029259999999999996,1500.0,1249.3079268932343,0.0046939487,323584,0.048828125,323584,158,0.77078915
0.7054013609886169,-0.0018434904,5.6973185e-08,256,0.00029219,1500.0,1257.5632786750793,0.003510245,325632,0.034521483,325632,159,0.76124185
0.4773988723754883,-0.00095098454,7.8681374e-08,256,0.00029202,1500.0,1265.5634579658508,0.0035875284,327680,0.041259766,327680,160,0.7558998
